,Geld - 1. Wie viel Vorwissen haben sie zu dem Thema des Textes?,Geld - 2. Wie glaubwürdig fanden Sie den Text ?,Geld - 3. Wie klar und verständlich war der Text?,Geld - 4. Wie interessant fanden Sie den Text?,Geld - 5. Wie viel Vertrauen haben Sie in den Inhalt des Textes?,Geld - 6. Wie sachlich fanden sie den Text?,"Geld - 7. Haben Sie den Eindruck, dass der Autor Fachkompetenz besitzt?",Geld - 8. Wie sehr vertrauen Sie den im Text präsentierten Informationen?,"Geld - 9. Wie wahrscheinlich ist es, dass der Text missverstanden werden könnte?",Gesundheit - 1. Wie viel Vorwissen haben sie zu dem Thema des Textes?,Gesundheit - 2. Wie glaubwürdig fanden Sie den Text ?,Gesundheit - 3. Wie klar und verständlich war der Text?,Gesundheit - 4. Wie interessant fanden Sie den Text?,Gesundheit - 5. Wie viel Vertrauen haben Sie in den Inhalt des Textes?,Gesundheit - 6. Wie sachlich fanden sie den Text?,"Gesundheit - 7. Haben Sie den Eindruck, dass der Autor Fachkompetenz besitzt?",Gesundheit - 8. Wie sehr vertrauen Sie den im Text präsentierten Informationen?,"Gesundheit - 9. Wie wahrscheinlich ist es, dass der Text missverstanden werden könnte?",Sport - 1. Wie viel Vorwissen haben sie zu dem Thema des Textes?,Sport - 2. Wie glaubwürdig fanden Sie den Text ?,Sport - 3. Wie klar und verständlich war der Text?,Sport - 4. Wie interessant fanden Sie den Text?,Sport - 5. Wie viel Vertrauen haben Sie in den Inhalt des Textes?,Sport - 6. Wie sachlich fanden sie den Text?,"Sport - 7. Haben Sie den Eindruck, dass der Autor Fachkompetenz besitzt?",Sport - 8. Wie sehr vertrauen Sie den im Text präsentierten Informationen?,"Sport - 9. Wie wahrscheinlich ist es, dass der Text missverstanden werden könnte?",Wissen - 1. Wie viel Vorwissen haben sie zu dem Thema des Textes?,Wissen - 2. Wie glaubwürdig fanden Sie den Text ?,Wissen - 3. Wie klar und verständlich war der Text?,Wissen - 4. Wie interessant fanden Sie den Text?,Wissen - 5. Wie viel Vertrauen haben Sie in den Inhalt des Textes?,Wissen - 6. Wie sachlich fanden sie den Text?,"Wissen - 7. Haben Sie den Eindruck, dass der Autor Fachkompetenz besitzt?",Wissen - 8. Wie sehr vertrauen Sie den im Text präsentierten Informationen?,"Wissen - 9. Wie wahrscheinlich ist es, dass der Text missverstanden werden könnte?"
Gesundheit - 4. Wie interessant fanden Sie den Text?,-0.11120360911950349,0.06512332361774822,-0.022485499520719546,0.17177994928466145,-0.12911520696934453,0.16734792501052412,0.21750597074298283,0.04094543441710597,-0.21357442517239575,0.4150808273151636,-0.23469502337032494,-0.12295742868762613,1.0,-0.08974358974358973,0.06453305799287329,0.3011605459196218,-0.07581227530211808,0.4845393247570153,-0.4306989223408014,0.02476827667310307,-0.21598350185224938,-0.2031635769107627,0.08467307423039856,0.1317303385892571,0.3517831626641649,0.1679729587050732,-0.39268345584136477,-0.008554323061438367,-0.14763086328702338,-0.026114022503319335,0.2416598622123069,0.12383922224004373,-0.06571520774535257,0.3599271675778441,-0.21353110663029684,0.31232122222101794
Gesundheit - 5. Wie viel Vertrauen haben Sie in den Inhalt des Textes?,-0.057190427547173434,-0.05349415868600771,0.25055270894516085,-0.08895747373669981,-0.02622652641564818,0.11829767112812911,-0.3024692405644609,-0.16378173766842397,0.06571520774535261,0.4150808273151637,0.7498048798584414,0.6295420348806456,-0.08974358974358973,1.0,0.26399887360720875,0.23552299103970425,0.1483283647215352,-0.5801287153553384,0.18485750206662716,0.15634974649896294,-0.06192533969190374,0.4484931792180988,0.024696313317199587,-0.11709363430156182,-0.4509435172406409,-0.016255447616619893,-0.22368044952989136,-0.1830625135147818,-1.6595197336112382e-16,0.32903668354182464,0.13895442077207654,0.15952171000412396,0.2973613150477203,0.10345212002237429,0.37418784399975863,-0.004661510779418135
Gesundheit - 6. Wie sachlich fanden sie den Text?,0.04906917747409732,0.30598528214954385,-0.15250243150230156,-0.057901865857874546,0.11078037491777282,-0.1716405325483831,0.1438523976312195,0.281048262702319,-0.016445160572405665,-0.09850620838589699,0.4532947396561125,0.3207109520306996,0.06453305799287329,0.26399887360720875,1.0,0.7553074265282668,0.30543646544177966,-0.2714990803926932,0.23981823512889194,0.038960332976391586,0.4129586935881669,0.19295090895926448,0.030270494883531347,0.029302556959989384,-0.08372875739378173,-0.1529017002244242,-0.009477383054444384,0.0822032721579853,0.21111123376110075,0.0985852371250837,-0.14859601526603505,0.4754398343091155,0.02443280999328846,0.03698397511004174,0.19309637266447224,0.07199206531184428
"Gesundheit - 7. Haben Sie den Eindruck, dass der Autor Fachkompetenz besitzt?",0.12917625286112436,-0.0875561414858091,-0.15478274996423547,-0.1916905131376308,-0.01822706541441237,-0.0825494186757776,-0.23028826250297119,-0.06165574690985841,0.21955449634791147,0.0232723877628996,0.25702138677391123,0.340675322405634,0.3011605459196218,0.23552299103970425,0.7553074265282668,1.0,0.21342644507564448,-0.20846303937621094,0.338622204963264,-0.2144527970753485,0.3138569191324754,0.21356977246574052,-0.23640800459717048,-0.016529991951548965,-0.28085615891773197,-0.3100483002979758,-0.10977792432765236,0.08501541190413463,0.11115147845526235,-0.00786451327325698,0.07277841603071887,0.23072632268248514,0.2325422271177878,0.15253309961422742,0.039809184779372266,0.12985733963042967
Gesundheit - 8. Wie sehr vertrauen Sie den im Text präsentierten Informationen?,0.3226667624401549,0.24816065117025318,0.42325750482495755,0.3529261028670185,0.06224220440894771,0.0296728066880543,-0.030581976574275055,0.421086940206552,0.4171087455568178,-0.27247230109207243,0.3879043519906603,0.23393370004202074,-0.07581227530211808,0.1483283647215352,0.30543646544177966,0.21342644507564448,1.0,-0.15254237288135605,0.4679236706758058,-0.07959982281099164,0.050481725487935995,0.06652425986218317,-0.310671174884418,-0.3034026180639361,-0.22762834775472854,-0.48062136324943766,0.3748721941925433,0.4200735264986849,-1.035939652419858e-16,0.25513125674454123,0.312598377059912,0.542348650188234,-0.004223886030955158,-0.14407140891623435,0.26403988051412536,0.065916733839424
"Gesundheit - 9. Wie wahrscheinlich ist es, dass der Text missverstanden werden könnte?",0.0796455932605446,0.19733256599080368,-0.03303473208389917,0.15181737385899666,-0.422728304944103,0.09272752090016971,0.41504111065087246,0.10527173505163795,-0.16631551246885767,0.0652798221366422,-0.47802354487737936,-0.1959985054406124,0.4845393247570153,-0.5801287153553384,-0.2714990803926932,-0.20846303937621094,-0.15254237288135605,1.0,-0.1567911776086472,-0.04576989811632014,-0.21357653091049908,-0.14290396562987484,0.11338364046876559,0.09643028946218112,0.33992499931372766,0.15091975174499284,-0.09584800419695709,-0.06598013505214959,-0.1897813192928704,-0.030212911982906477,-0.05048172548793619,0.1295160955673392,-0.36325419866214,0.09142993258145649,-0.3581531052518333,0.014981075872596429
Sport - 1. Wie viel Vorwissen haben sie zu dem Thema des Textes?,0.32942381985561514,0.09507605826728205,0.0990792133161138,-0.15617264569092965,-0.09746321457843488,0.11151303471378393,-0.1364001732900754,0.12172938489393205,0.3998960838627617,-0.21496911724035592,0.2061505513985703,0.2887831226248913,-0.4306989223408014,0.18485750206662716,0.23981823512889194,0.338622204963264,0.4679236706758058,-0.1567911776086472,1.0,-0.3773806292937945,0.3423846873065486,0.4800647733162877,-0.4654385990320392,0.05031355319406583,-0.721208033247066,-0.585292374218571,0.32018247643752035,0.1411460000604857,0.16458807711216122,0.19991296098940362,0.05837378275390338,0.3010880133834605,0.10867405027110162,0.003203746216247921,0.18288882723922997,-0.1645698432366151
Sport - 2. Wie glaubwürdig fanden Sie den Text ?,0.19373702506530308,0.49286281907743895,0.36555798027557046,0.4500192913639084,0.17051628888976947,-0.2247100328402913,0.1313141714969675,0.14831912279095397,0.060750855983313985,0.22793517432431087,0.07728636123846391,0.2286366792270908,0.02476827667310307,0.15634974649896294,0.038960332976391586,-0.2144527970753485,-0.07959982281099164,-0.04576989811632014,-0.3773806292937945,1.0,0.241641114142513,0.05438489041635965,0.8477300400782682,0.2860839479593494,0.5516201986507823,0.8243632706677991,0.03501085504785806,-0.05784210441194963,0.20053957588298393,0.2790534878394516,0.17689953261753785,0.20401988332477647,0.1120791302222773,0.195177536160539,0.37201024036008823,-0.12242112451770727
Sport - 3. Wie klar und verständlich war der Text?,0.3050616328322314,0.45484744263862587,0.019867487430199286,0.032524160547129005,0.29590064835343594,-0.0033991590161267763,0.21620419318308112,0.16883118592330099,0.25040062019440795,-0.27831572547309263,-0.1436323580112917,0.08401598233901998,-0.21598350185224938,-0.06192533969190374,0.4129586935881669,0.3138569191324754,0.050481725487935995,-0.21357653091049908,0.3423846873065486,0.241641114142513,1.0,0.2946657372091078,0.15482443611628768,0.46988215171624825,-0.06258214468735128,-0.012766940001503217,0.30548349017807974,0.13605000428507127,0.6304698369489941,0.2584236187244133,0.08896797153024907,0.27942405523499403,0.140321120495417,0.3834018891621832,0.42285912327356784,-0.1359192719782008
Sport - 4. Wie interessant fanden Sie den Text?,0.2933069730488003,-0.012169736021072084,0.07563444874765919,-0.28546862737455053,-0.0015080023348721025,-0.12293393582301007,-0.17020432992886553,-0.09181874028096994,-0.0905675273039984,0.11882611906918505,0.15037016739717596,0.25734598446944834,-0.2031635769107627,0.4484931792180988,0.19295090895926448,0.21356977246574052,0.06652425986218317,-0.14290396562987484,0.4800647733162877,0.05438489041635965,0.2946657372091078,1.0,0.07384085383064741,0.23112376763240638,-0.2382468357664161,-0.048603049207940924,-0.12137379360471921,-0.047317518399226224,0.24829288209866107,0.2537591544515452,0.05080443744984626,0.1302233575997095,0.2210461683351825,0.17237986152807322,0.31770403458392676,-0.013937705262804703
Sport - 5. Wie viel Vertrauen haben Sie in den Inhalt des Textes?,0.16065967160989095,0.40642549180629406,0.19778631218970052,0.3007239416917415,0.06384456776743329,-0.26202031662554204,0.28992228047378976,0.14084589219169316,-0.2726728600916435,0.18531191871261693,-0.16355975668210593,0.1488799238561822,0.08467307423039856,0.024696313317199587,0.030270494883531347,-0.23640800459717048,-0.310671174884418,0.11338364046876559,-0.4654385990320392,0.8477300400782682,0.15482443611628768,0.07384085383064741,1.0,0.3788685055804634,0.6432098170278336,0.9170256489924923,-0.1322272437539611,-0.337805127824384,0.1269567715589057,0.03772782478029103,-0.13715990313657697,0.034656615138751956,-0.1356300236725274,0.11268872043608386,0.13011384111802035,0.126675458860709
Sport - 6. Wie sachlich fanden sie den Text?,-0.12582349371925486,0.3501699705479717,-0.1890933984488636,-0.06238026593618452,0.19721316710467446,-0.12764445295991259,0.4098225323635062,0.14608089002675953,-0.26229309428186737,0.047262206982297904,-0.32840368482956184,-0.007018796942337083,0.1317303385892571,-0.11709363430156182,0.029302556959989384,-0.016529991951548965,-0.3034026180639361,0.09643028946218112,0.05031355319406583,0.2860839479593494,0.46988215171624825,0.23112376763240638,0.3788685055804634,1.0,0.22742618581991472,0.353122105228928,0.2766483182528055,-0.2868807610738497,0.263351069678449,-0.17888046936706697,-0.3049923140727023,0.05391711223526573,-0.03165101025971143,0.25374647658337346,0.14075424600959513,-0.043240226862261935
"Sport - 7. Haben Sie den Eindruck, dass der Autor Fachkompetenz besitzt?",-0.1360370415955391,0.20344898082910995,-0.1330976542451719,0.15252168364155172,0.18761699823370215,-0.4224184223563401,0.3223159680118398,0.22620912572633511,-0.24014470513637048,-0.026428442174943743,-0.38729833462074176,-0.37587742578195504,0.3517831626641649,-0.4509435172406409,-0.08372875739378173,-0.28085615891773197,-0.22762834775472854,0.33992499931372766,-0.721208033247066,0.5516201986507823,-0.06258214468735128,-0.2382468357664161,0.6432098170278336,0.22742618581991472,1.0,0.703477446515799,-0.07170435011579393,0.02205449240628276,-5.722304016615606e-17,-0.13705725118269974,-0.05562857305542341,-0.036720889508305925,-0.24203560832642076,-0.09128709291752776,-0.08613567692141098,0.27470088241093643
Sport - 8. Wie sehr vertrauen Sie den im Text präsentierten Informationen?,-0.03916606292779197,0.2735999585737774,0.06901212015641073,0.22579886996531934,-0.021316196315773493,-0.2865711598226757,0.1579996683316231,2.4336063828394424e-16,-0.1981789415198442,0.3048259431857518,-0.21040703751713494,0.0450380051929219,0.1679729587050732,-0.016255447616619893,-0.1529017002244242,-0.3100483002979758,-0.48062136324943766,0.15091975174499284,-0.585292374218571,0.8243632706677991,-0.012766940001503217,-0.048603049207940924,0.9170256489924923,0.353122105228928,0.703477446515799,1.0,-0.26727034312323433,-0.3410539701322198,-0.05199579156976949,0.053344887357651256,-0.0595790533403483,-0.09462528676186331,-0.12151117582238613,0.06224479555660496,-0.01432494232968872,0.02626864735356898
"Sport - 9. Wie wahrscheinlich ist es, dass der Text missverstanden werden könnte?",0.054407099961868606,0.11121647109709487,-0.003113541253765896,0.006937633494316551,0.2828889743027474,-0.2666166339318319,0.08345140852689428,0.1852091286826575,0.36360122277772217,-0.3894900224515864,0.11817436334004071,0.13348206591422893,-0.39268345584136477,-0.22368044952989136,-0.009477383054444384,-0.10977792432765236,0.3748721941925433,-0.09584800419695709,0.32018247643752035,0.03501085504785806,0.30548349017807974,-0.12137379360471921,-0.1322272437539611,0.2766483182528055,-0.07170435011579393,-0.26727034312323433,1.0,0.1182927931323902,0.2861918614925702,-0.3273666011083811,-0.2557082250052935,0.10443733827866349,0.07855909630817938,-0.20890473420036426,0.2943599601568425,-0.02259159124362171
Wissen - 1. Wie viel Vorwissen haben sie zu dem Thema des Textes?,0.42187536412147,0.2964095167538602,0.4168735647577956,0.3643214115383318,0.6447824165693163,0.32920672553479535,0.18594534563137874,0.5737266562397849,0.24253220971024828,-0.3182063382652403,0.04677580193732404,-0.35442044764512226,-0.008554323061438367,-0.1830625135147818,0.0822032721579853,0.08501541190413463,0.4200735264986849,-0.06598013505214959,0.1411460000604857,-0.05784210441194963,0.13605000428507127,-0.047317518399226224,-0.337805127824384,-0.2868807610738497,0.02205449240628276,-0.3410539701322198,0.1182927931323902,1.0,0.5417764202119882,0.4756819492236957,0.7034289110442947,0.5083854114668214,0.563442060072622,0.39402971166164547,0.5794019829348539,-0.20061650395161026
Wissen - 2. Wie glaubwürdig fanden Sie den Text ?,0.5259330385359167,0.43521479734864643,0.27741984540357323,0.1766144403792019,0.7840485589918156,0.20765582476405883,0.3913478671887112,0.4853626716970754,0.029559540716466215,-0.12712079223121012,-0.04387275738518954,-0.14158802848871346,-0.14763086328702338,-1.6595197336112382e-16,0.21111123376110075,0.11115147845526235,-1.035939652419858e-16,-0.1897813192928704,0.16458807711216122,0.20053957588298393,0.6304698369489941,0.24829288209866107,0.1269567715589057,0.263351069678449,-5.722304016615606e-17,-0.05199579156976949,0.2861918614925702,0.5417764202119882,1.0,0.263119835573718,0.32610508807706595,0.36255109842485933,0.6148384469024962,0.6824999336412348,0.7903462389480667,0.033548914453629515
Wissen - 3. Wie klar und verständlich war der Text?,0.3527083304368132,0.5827093863371324,0.6052218648686959,0.44830617953254476,0.08218561212025632,0.5054278471243924,0.2145958306199249,0.37530674851754936,0.2781672063361371,-0.015740236211706768,0.24833705324330424,0.19535195055208449,-0.026114022503319335,0.32903668354182464,0.0985852371250837,-0.00786451327325698,0.25513125674454123,-0.030212911982906477,0.19991296098940362,0.2790534878394516,0.2584236187244133,0.2537591544515452,0.03772782478029103,-0.17888046936706697,-0.13705725118269974,0.053344887357651256,-0.3273666011083811,0.4756819492236957,0.263119835573718,1.0,0.7091267156663966,0.6797852001942664,0.2693829787676276,0.4565621173573855,0.5364262191001594,-0.45101260434177826
Wissen - 4. Wie interessant fanden Sie den Text?,0.49034446504321877,0.24386399033034775,0.6234606769762591,0.4896693060151127,0.28995886826601747,0.4656847852093586,-0.08007562710484499,0.24118740846185865,0.40765704833582356,0.14566056660274002,-0.008977022375705674,-0.1332667306067215,0.2416598622123069,0.13895442077207654,-0.14859601526603505,0.07277841603071887,0.312598377059912,-0.05048172548793619,0.05837378275390338,0.17689953261753785,0.08896797153024907,0.05080443744984626,-0.13715990313657697,-0.3049923140727023,-0.05562857305542341,-0.0595790533403483,-0.2557082250052935,0.7034289110442947,0.32610508807706595,0.7091267156663966,1.0,0.37215327710501456,0.5177365480348146,0.587798260536725,0.45280665325044944,-0.14415680361324337
Wissen - 5. Wie viel Vertrauen haben Sie in den Inhalt des Textes?,0.3745278706626205,0.8034554255692418,0.5048664830791288,0.5398756181094857,0.22790157122303978,0.3094100707291418,0.5619703337515612,0.7709108008454439,0.16978842972935007,-0.1680848551221143,0.39172710145971384,0.32611486395638134,0.12383922224004373,0.15952171000412396,0.4754398343091155,0.23072632268248514,0.542348650188234,0.1295160955673392,0.3010880133834605,0.20401988332477647,0.27942405523499403,0.1302233575997095,0.034656615138751956,0.05391711223526573,-0.036720889508305925,-0.09462528676186331,0.10443733827866349,0.5083854114668214,0.36255109842485933,0.6797852001942664,0.37215327710501456,1.0,0.2245914278400114,0.372264329626285,0.6059601250964968,-0.2938246511471769
